id_route,id_user,id_bicycle,id_mobile_device,id_hash,strava_id,processed,date,total_time,distance,average_speed,calories,initial_altitude,max_elevation,min_elevation,average_heart_rate,average_pace,elevation_gain,elevation_loss,max_speed,route_name,shared,latitude,longitude,bike_type,terrain,initial_address,final_address,average_cadence,max_cadence,max_heart_rate,route_type,difficulty,heart_rate_zone_1,heart_rate_zone_2,heart_rate_zone_3,heart_rate_zone_4,max_temperature,average_temperature,min_temperature,wind_speed,humidity,weather_description,max_slope,max_slope_distance,max_slope_altitude,max_speed_distance,max_speed_altitude,max_cadence_distance,max_cadence_altitude,total_consumption,consumed_capacity,UUID_route,deleted,created_at,updated_at,comment,url_shared
5443,1432,1131.0,581.0,1522679618319,0.0,2,2018-04-02 16:33:25,2771,11079,17.5,324.04400000000004,308.13,452.34,304.86,0.0,250.0,293.59,294.93,44.4,Sonnenalm,0,51.1357952,7.9810469,0,0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,14.0,11.5,9.0,5.1,46.0,800.0,25.9,3,348.34,8569,409.34,0,308.13,224.4,0.0,e185a7be-7921-4f25-9e30-065301c5be96,0,2018-04-02 16:33:38,2018-04-02 16:34:01,,91b5c9e2e30ed45c5c141b0c0c7bbf4cd4ee2b14
5442,591,1417.0,1355.0,1522679474201,1485515083.0,2,2018-04-02 16:31:07,15,0,0.0,0.0,900.91,900.91,900.91,0.0,0.0,0.0,0.0,0.0,Dürri,0,47.4954955,10.74710418,0,3,,,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,17.0,15.0,14.0,1.0,26.0,800.0,0.0,0,0.0,0,900.91,0,900.91,0.0,0.0,dbe6afaa-75f3-4687-8db9-4a1320731497,0,2018-04-02 16:31:14,2018-04-02 16:32:01,,0d217d72cfd4319f3c348877e0ba6242981a4095
5440,579,390.0,165.0,1522678387013,0.0,2,2018-04-02 16:12:53,9019,29014,16.0,1498.81,338.11,593.5,283.45,0.0,310.0,1094.08,1098.9,42.3,Marcus ,0,50.9420114,8.0660267,0,0,,,0.1,92.0,0.0,1,0,0.0,0.0,0.0,0.0,14.0,11.8,9.0,6.7,42.0,800.0,33.1,15,518.57,24835,316.23,15039,539.57,443.1,0.0,e44f02b1-5e53-402a-b9b2-ea05fc58133a,0,2018-04-02 16:13:07,2018-04-02 16:14:01,,4c877da0d9cd3cfba78867eead0da1ec68649f96
5436,1285,1994.0,1167.0,1522675619600,0.0,2,2018-04-02 15:26:52,2424,11321,20.5,574.577,145.27,149.51,138.18,0.0,214.0,78.66,82.84,31.2,balade maman,0,48.5082202,7.7267717,0,0,,"52 Route du Rhin, 67400 Illkirch-Graffenstaden, Francia",0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,4.1,54.0,800.0,6.9,2,148.99,3071,142.29,0,145.27,158.3,0.0,916869ce-0a00-4305-a0bb-f535bd4ade57,0,2018-04-02 15:26:59,2018-04-02 15:27:02,,9319030ae6826ca510e6fac4ee76830a3fff72e6
5435,1761,1602.0,746.0,1522671666149,0.0,2,2018-04-02 14:20:54,5966,19003,16.1,743.153,243.62,270.72,23.99,0.0,313.0,502.97,630.07,40.5,bigreen,0,43.6308785,6.8431821,0,0,,,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,17.0,16.0,15.0,2.6,55.0,800.0,32.0,7,161.07,10183,38.19,0,243.62,134.6,0.0,4494fcd1-cd41-4492-ba9f-790e16d96864,0,2018-04-02 14:21:06,2018-04-02 14:22:01,,cb86722cfec95e1a7eb167417364ebe1c2d82516
5434,2565,1856.0,982.0,1522671660301,0.0,2,2018-04-02 14:20:50,2205,14976,28.0,450.04400000000004,1201.42,1208.06,749.57,0.0,147.0,193.75,609.3,63.4,Gummersbach kaprun,0,47.338649,12.8275713,0,0,,,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,4.1,50.0,802.0,25.6,1,1080.49,2058,982.88,0,1201.42,101.3,0.0,cd5c1c03-e85c-4c15-a8a9-34a8003d3d13,0,2018-04-02 14:21:00,2018-04-02 14:21:01,,a668df3196837697d2b1ef70f55f985b9b0db952
5433,2796,4621.0,1296.0,1522671460388,0.0,2,2018-04-02 14:16:46,3768,20022,22.1,524.623,231.09,262.94,185.2,0.0,188.0,333.66,332.78,44.9,Lundi pâques ,0,49.5211486,5.3630433,0,0,,"16 Rue du Général Leclerc, 55600 Montmédy, Francia",40.0,44.0,0.0,0,0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,4.6,57.0,800.0,25.6,0,236.39,609,212.76,11,232.58,0.0,0.0,c2dad0e4-c159-451a-9fa3-7c68444bc739,0,2018-04-02 14:17:40,2018-04-02 14:18:02,,02d5f0cf83ad89a241b70566dccdfc4d7ca01094
5441,555,392.0,203.0,1522679124017,0.0,2,2018-04-02 14:06:12,1119,8139,15.6,42.0,326.19,351.49,170.75,0.0,138.0,109.17,262.28,23.4,Abendliche-Aktivität,2,50.99786804,13.65967596,0,0,,"Pürschsteig, 01705 Freital, Alemania",255.0,255.0,0.0,1,0,0.0,0.0,0.0,99.9,10.0,10.0,10.0,14.8,73.0,802.0,41.3,0,337.56,6973,226.35,0,327.57,82.3,0.0,12FCB073-84BC-4C81-AF97-87B6CE880B45,0,2018-04-02 16:25:24,2018-04-02 16:26:01,Kein Kommentar,232a347f688ca964e9dfdb1b2f35c744bac4f9d0
5439,555,392.0,203.0,1522677898162,0.0,2,2018-04-02 13:45:04,1082,6507,11.5,41.0,173.28,361.32,171.15,0.0,176.0,240.47,85.65,21.8,Abendliche-Aktivität,2,51.0123756,13.72875477,0,0,,,255.0,255.0,0.0,1,1,0.0,0.0,0.0,99.9,10.0,10.0,10.0,14.8,73.0,802.0,19.6,5,305.77,3169,243.07,0,172.78,145.6,0.0,E948B0B4-A20D-430A-BF7A-F043A23244BA,0,2018-04-02 16:04:58,2018-04-02 16:05:04,Kein Kommentar,2f454f1ab27a51681be181cedb25f17acb0c12a6
5447,2475,0.0,1393.0,1522682155885,0.0,2,2018-04-02 13:43:53,4484,15739,15.6,647.0,352.83,602.94,352.52,0.0,343.0,363.76,364.04,36.6,Abendliche-Aktivität,2,48.85303851,8.52798843,0,0,,,253.9,255.0,0.0,0,0,99.9,0.0,0.0,0.0,15.5,15.3,15.0,4.8,38.9,800.0,25.2,11,475.71,12834,452.15,0,352.99,164.6,0.0,A0876FF6-E219-4FA4-A0B1-682A24BF9AF6,0,2018-04-02 17:15:55,2018-04-02 17:16:02,Kein Kommentar,3a2294f8b5a9581422e5e34c529c07a101c04741
